code,lon,lat,name,city
PADK,-176.64603,51.877964,Adak,Adak I
PMDY,-177.379519,28.203672,Henderson Field,"Midway Atoll, Sand I"
UHMD,-173.246667,64.378334,Provideniya Bay,Provideniya Bay
PAAK,-174.20635,52.220347,Atka,Atka
NFTV,-173.969722,-18.585556,Vava'u,Vava'u
NFTL,-174.341333,-19.778,Ha'apai-Lifuka,Ha'apai-Lifuka Island
NFTF,-175.139639,-21.241056,Fua'amotu Intl,Nuku'alofa
PAGM,-171.732797,63.766628,Gambell,Gambell
PASA,-170.492636,63.686394,Savoonga,Savoonga
PASN,-170.220445,57.167333,St Paul I,St Paul I
PAPB,-169.663736,56.577075,St George,St George
NSFA,-171.997167,-13.829667,Faleolo Intl,Apia
NSTU,-170.711503,-14.331661,Pago Pago Intl,Pago Pago
NIUE,-169.926667,-19.077778,Niue Intl,Niue Island
PALU,-166.110022,68.875133,Cape Lisburne LRRS,Cape Lisburne
PASH,-166.089347,66.249567,Shishmaref,Shishmaref
PATC,-167.921656,65.563108,Tin City LRRS,Tin City
PAOM,-165.445247,64.512203,Nome,Nome
PACZ,-166.038747,61.780297,Cape Romanzof LRRS,Cape Romanzof
PAHP,-166.146781,61.524183,Hooper Bay,Hooper Bay
PAMY,-166.270608,60.371419,Mekoryuk,Mekoryuk
PADU,-166.5435,53.900139,Unalaska,Unalaska
PPIZ,-163.005342,69.732875,Point Lay,Point Lay
PAVL,-164.563497,67.736153,Kivalina,Kivalina
PAWN,-162.974969,67.566136,Noatak,Noatak
PAOT,-162.59855,66.884678,Wien Meml,Kotzebue
PADE,-162.766367,66.069561,Deering (New),Deering
PAEM,-164.491047,62.785186,Emmonak,Emmonak
PASM,-163.302111,62.060486,St Mary's,St Mary's
PABE,-161.837997,60.779778,Bethel,Bethel
PAKI,-164.030514,59.93295,Kipnuk,Kipnuk
PAQH,-161.87948,59.757008,Quinhagak,Quinhagak
PAEH,-162.062778,58.646428,Cape Newenham LRRS,Cape Newenham
PAPM,-161.819667,59.011356,Platinum,Platinum
PACD,-162.724258,55.205586,Cold Bay,Cold Bay
PAWI,-159.99475,70.638,Wainwright,Wainwright
PAIK,-160.436533,66.975953,Baker Meml,Kiana
PASK,-159.986195,66.600028,Selawik,Selawik
PABL,-161.149072,65.981567,Buckland,Buckland
PAKK,-161.158145,64.934042,Koyuk Alfred Adams,Koyuk
PAUN,-160.798953,63.888358,Unalakleet,Unalakleet
PANV,-160.190658,62.646733,Anvik,Anvik
PANI,-159.543047,61.581586,Aniak,Aniak
PATG,-160.396933,59.052842,Togiak,Togiak Village
PADL,-158.503339,59.045414,Dillingham,Dillingham
PAPH,-158.633361,56.9591,Port Heiden,Port Heiden
PAJC,-158.373236,56.311464,Chignik,Chignik
PASD,-160.517667,55.315,Sand Point,Sand Point
PHBK,-159.786656,22.021586,Barking Sands Pmrf,Kauai
PHLI,-159.338622,21.976097,Lihue,Lihue
PHHI,-158.039667,21.4835,Wheeler AAF,Wahiawa
PHJR,-158.070303,21.307353,Kalaeloa (John Rodgers Field),Kapolei
PHNG,-157.772222,21.454722,Kaneohe Bay MCAF,Mokapu
PHNL,-157.922408,21.318691,Honolulu Intl,Honolulu
NCPY,-158.036317,-9.006061,Tongareva,Penrhyn Island
NCAI,-159.764883,-18.830055,Avarua,Aitutaki
NCRG,-159.795,-21.200834,Rarotonga Intl,Rarotonga I
PABR,-156.766003,71.285447,Wiley Post-Will Rogers Meml,Barrow
PATQ,-157.435736,70.467275,Atqasuk Burnell Meml,Atqasuk
PAHL,-156.351139,65.697567,Huslia,Huslia
PAGA,-156.937414,64.736178,Pitka,Galena
PARY,-155.46987,64.727214,Ruby,Ruby
PAMC,-155.605764,62.952875,McGrath,McGrath
PASL,-157.16588,61.70052,Sleetmute,Sleetmute
PASV,-155.574228,61.09737,Sparrevohn LRRS,Sparrevohn
PAIL,-154.910961,59.7538,Iliamna,Iliamna
PAKN,-156.649217,58.676803,King Salmon,King Salmon
PAII,-157.385706,58.185492,Egegik,Egegik
PHMK,-157.096333,21.152833,Molokai,Kaunakakai
PHNY,-156.951419,20.785611,Lanai City,Lanai
PHOG,-156.430458,20.89865,Kahului,Kahului
PHKO,-156.045631,19.738767,Kona Intl At Keahole,Kailua-Kona
PHSF,-155.553767,19.760014,Bradshaw AAF,Pohakuloa
PHTO,-155.048469,19.720264,Hilo Intl,Hilo
PLCH,-157.358667,1.991167,Cassidy Intl,Christmas I
PAQT,-151.005561,70.209953,Nuiqsut,Nuiqsut
PAKP,-151.743342,68.133597,Anaktuvuk Pass,Anaktuvuk Pass
PABT,-151.528055,66.915286,Bettles,Bettles
PATA,-152.109389,65.174394,Calhoun Meml,Tanana
PAMH,-152.301875,63.885997,Minchumina,Minchumina
PASW,-151.191367,61.965295,Skwentna,Skwentna
PATK,-150.093694,62.3205,Talkeetna,Talkeetna
PASX,-151.034139,60.475692,Soldotna,Soldotna
PAEN,-151.245,60.573111,Kenai Mun,Kenai
PAHO,-151.476583,59.645556,Homer,Homer
PASO,-151.70405,59.442439,Seldovia,Seldovia
PADQ,-152.493855,57.749967,Kodiak,Kodiak
PASC,-148.465161,70.194756,Deadhorse,Deadhorse
PAFA,-147.856267,64.815114,Fairbanks Intl,Fairbanks
PAFB,-147.616867,64.836517,Wainwright AAF,Ft Wainwright
PANN,-149.073975,64.54733,Nenana Mun,Nenana
PAIN,-148.910639,63.732597,McKinley Natl Park,McKinley Park
PAEI,-147.1015,64.665667,Eielson AFB,Fairbanks
PAZK,-147.168864,61.936997,Skelton,Eureka
PAWS,-149.540294,61.571658,Wasilla,Wasilla
PANC,-149.996361,61.174361,Stevens Anchorage Intl,Anchorage
PAMR,-149.844447,61.213544,Merrill,Anchorage
PAED,-149.806514,61.251347,Elmendorf AFB,Anchorage
PABV,-149.50735,61.416489,Birchwood,Birchwood
PAAQ,-149.088822,61.594742,Palmer Mun,Palmer
PAWD,-149.418811,60.126939,Seward,Seward
PAMD,-146.307241,59.449944,Middleton I,Middleton I
NTAA,-149.611389,-17.556667,Faaa,Tahiti I
PABA,-143.581867,70.133989,Barter I LRRS,Barter I LRRS
PFYU,-145.250417,66.571492,Ft Yukon,Ft Yukon
PABI,-145.721641,63.994547,Allen AAF,Delta Junction/Ft Greely
PAGK,-145.456639,62.154889,Gulkana,Gulkana
PACV,-145.47765,60.491833,Cordova-Smith,Cordova
PAVD,-146.248342,61.13395,Valdez Pioneer,Valdez
CYOC,-139.839167,67.570556,Old Crow,Old Crow
CYDA,-139.127778,64.043056,Dawson,Dawson
PAOR,-141.929136,62.961333,Northway,Northway
CYXQ,-140.868889,62.410278,Beaver Creek,Beaver Creek
CYDB,-139.040556,61.371111,Burwash,Burwash
PAYA,-139.66025,59.503306,Yakutat,Yakutat
CYKD,-135.005833,68.223333,Aklavik,Aklavik
CYMA,-135.868333,63.616389,Mayo,Mayo
CYXY,-135.067269,60.709553,Whitehorse Intl,Whitehorse
PAGY,-135.315664,59.460061,Skagway,Skagway
PAHN,-135.523539,59.243828,Haines,Haines
PAGS,-135.707411,58.425269,Gustavus,Gustavus
PAOH,-135.409697,58.096092,Hoonah,Hoonah
PASI,-135.3616,57.047139,Sitka Rocky Gutierrez,Sitka
CYUB,-133.026389,69.433333,Tuktoyaktuk,Tuktoyaktuk
CYEV,-133.482778,68.304167,Zubko,Inuvik
CZFM,-134.860278,67.407778,Ft McPherson,Ft McPherson
CZFA,-133.375833,62.2075,Faro,Faro
CYZW,-132.742778,60.172778,Teslin,Teslin
PAJN,-134.576278,58.354972,Juneau Intl,Juneau
PAFE,-133.910261,56.961364,Kake,Kake
PAWG,-132.369825,56.484325,Wrangell,Wrangell
PAPG,-132.945278,56.801653,Johnson Petersburg,Petersburg
PAKW,-133.075997,55.579234,Klawock,Klawock
PAKT,-131.713742,55.355569,Ketchikan Intl,Ketchikan
PANT,-131.572233,55.042436,Annette Island,Annette Island
CZMT,-132.125278,54.0275,Masset,Masset
CYZP,-131.813889,53.254167,Sandspit,Sandspit
CYGH,-128.650834,66.240833,Ft Good Hope,Ft Good Hope
CYQH,-128.8225,60.116389,Watson Lake,Watson Lake
CYDL,-130.032222,58.422222,Dease Lake,Dease Lake
CZST,-129.983333,55.933333,Stewart,Stewart
CYPR,-130.444722,54.286111,Prince Rupert,Prince Rupert
CYXT,-128.5775,54.466389,Terrace,Terrace
CYSY,-125.2425,71.993889,Sachs Harbour,Sachs Harbour
CYPC,-124.075278,69.361111,Paulatuk,Paulatuk
CYVQ,-126.798222,65.281619,Norman Wells,Norman Wells
CZFN,-125.568333,64.908611,Tulita,Tulita
CYYD,-127.182778,54.824722,Smithers,Smithers
CYBD,-126.595834,52.3875,Bella Coola,Bella Coola
CYZT,-127.366666,50.680556,Port Hardy,Port Hardy
CYBL,-125.270834,49.950833,Campbell River,Campbell River
CYQQ,-124.886667,49.710833,Comox,Comox
CYPW,-124.5,49.834167,Powell River,Powell River
CYAZ,-125.7725,49.082222,Tofino,Tofino
CYCD,-123.870278,49.052222,Nanaimo,Nanaimo
KUIL,-124.562633,47.936583,Quillayute,Quillayute
KHQM,-123.936556,46.971195,Bowerman,Hoquiam
KAST,-123.878695,46.157972,Astoria Regl,Astoria
KONP,-124.057917,44.580361,Newport Mun,Newport
KOTH,-124.246028,43.417139,North Bend Mun,North Bend
KCEC,-124.236528,41.780169,McNamara,Crescent City
KBOK,-124.290095,42.074556,Brookings State,Brookings
KACV,-124.108619,40.978117,Arcata,Arcata-Eureka
CYWJ,-123.435833,65.210556,Deline,Deline
CYWY,-123.436667,63.209445,Wrigley,Wrigley
CYFS,-121.236666,61.760278,Ft Simpson,Ft Simpson
CYJF,-123.470833,60.236944,Ft Liard,Ft Liard
CYYE,-122.596944,58.836389,Ft Nelson,Ft Nelson
CYZY,-123.132222,55.304445,Mackenzie,Mackenzie
CYCQ,-121.626667,55.687222,Chetwynd,Chetwynd
CYXJ,-120.740278,56.238055,Ft St John,Ft St John
CYDQ,-120.183,55.742333,Dawson Creek,Dawson Creek
CYXS,-122.678889,53.889445,Prince George,Prince George
CYQZ,-122.510278,53.026111,Quesnel,Quesnel
CYWL,-122.054167,52.183056,Williams Lake,Williams Lake
CYKA,-120.441944,50.702222,Kamloops,Kamloops
CYHE,-121.474007,49.366949,Hope,Hope
CYDC,-120.511389,49.468056,Princeton,Princeton
KORS,-122.910464,48.708161,Orcas I,Eastsound
KFHR,-123.024361,48.521972,Friday Harbor,Friday Harbor
CYVR,-123.183889,49.194722,Vancouver Intl,Vancouver
CYYJ,-123.425833,48.646945,Victoria Intl,Victoria
CYXX,-122.363333,49.025278,Abbotsford,Abbotsford
KBLI,-122.537528,48.79275,Bellingham Intl,Bellingham
KCLM,-123.499694,48.120195,Fairchild Intl,Port Angeles
KPAE,-122.281564,47.906342,Snohomish Co,Everett
KNUW,-122.655905,48.351803,Whidbey I NAS,Oak Harbor
KBVS,-122.420861,48.470889,Skagit Regl,Burlington/Mt Vernon
KAWO,-122.159022,48.160747,Arlington Mun,Arlington
KSHN,-123.147555,47.233558,Sanderson,Shelton
KTIW,-122.5781,47.267931,Tacoma Narrows,Tacoma
KTCM,-122.476475,47.137681,McChord AFB,Tacoma
KSEA,-122.309306,47.449,Seattle-Tacoma Intl,Seattle
KRNT,-122.21575,47.493139,Renton Mun,Renton
KPWT,-122.762428,47.492753,Bremerton Natl,Bremerton
KBFI,-122.301955,47.529989,Boeing Field/King Co Intl,Seattle
KCLS,-122.982747,46.677031,Chehalis-Centralia,Chehalis
KOLM,-122.902208,46.9705,Olympia,Olympia
KGRF,-122.580778,47.079222,Gray AAF,Ft Lewis
KEAT,-120.206861,47.398861,Pangborn Meml,Wenatchee
KELN,-120.530694,47.033028,Bowers,Ellensburg
KYKM,-120.544058,46.56817,Yakima Air Term/Mcallister,Yakima
KSPB,-122.862361,45.7725,Scappoose Industrial,Scappoose
KKLS,-122.898389,46.118,Kelso-Longview,Kelso
KMMV,-123.135944,45.194444,McMinnville Mun,McMinnville
KHIO,-122.949825,45.540394,Portland-Hillsboro,Portland
KVUO,-122.656489,45.620453,Pearson,Vancouver
KUAO,-122.770055,45.247139,Aurora State,Aurora
KTTD,-122.40125,45.549361,Portland-Troutdale,Portland
KPDX,-122.5975,45.588722,Portland Intl,Portland
KDLS,-121.167334,45.618556,Columbia Gorge Regl/The Dalles,The Dalles
KSLE,-123.0025,44.909528,McNary,Salem
KCVO,-123.28983,44.497194,Corvallis Mun,Corvallis
KEUG,-123.218667,44.12325,Mahlon Sweet,Eugene
KRDM,-121.149964,44.254067,Roberts,Redmond
KRBG,-123.355861,43.238778,Roseburg Regl,Roseburg
KMFR,-122.873497,42.374228,Rogue Valley Intl-Medford,Medford
KSIY,-122.468106,41.78145,Siskiyou Co,Montague
KLMT,-121.733222,42.156139,Klamath Falls,Klamath Falls
KLKV,-120.399083,42.161111,Lake Co,Lakeview
KAAT,-120.565361,41.483,Alturas Mun,Alturas
KRDD,-122.293403,40.508983,Redding Mun,Redding
KRBL,-122.252292,40.150656,Red Bluff Mun,Red Bluff
KCIC,-121.858422,39.795383,Chico Mun,Chico
KOVE,-121.622,39.487833,Oroville Mun,Oroville
KUKI,-123.200856,39.125959,Ukiah Mun,Ukiah
KSTS,-122.81288,38.508978,Charles M Schulz - Sonoma Co,Santa Rosa
KCCR,-122.056889,37.989667,Buchanan,Concord
KSUU,-121.9275,38.262667,Travis AFB,Fairfield
KAPC,-122.280694,38.213194,Napa Co,Napa
KVCB,-121.962456,38.376753,Nut Tree,Vacaville
KDVO,-122.5561,38.143611,Gnoss,Novato
KSMF,-121.590778,38.695417,Sacramento Intl,Sacramento
KBAB,-121.4365,39.136167,Beale AFB,Marysville
KMYV,-121.569825,39.097772,Yuba Co,Marysville
KLHM,-121.351336,38.909161,Lincoln Regl/Harder,Lincoln
KAUN,-121.081725,38.95482,Auburn Mun,Auburn
KBLU,-120.70975,39.274972,Blue Canyon-Nyack,Emigrant Gap
KTRK,-120.139564,39.320042,Truckee-Tahoe,Truckee
KPVF,-120.753325,38.72422,Placerville,Placerville
KMHR,-121.297591,38.553897,Mather,Sacramento
KSAC,-121.493472,38.512528,Sacramento Executive,Sacramento
KPAO,-122.115055,37.461111,Palo Alto Of Santa Clara Co,Palo Alto
KSJC,-121.929009,37.362625,Mineta San Jose Intl,San Jose
KOAK,-122.220717,37.721292,Metro Oakland Intl,Oakland
KNUQ,-122.048333,37.415167,Moffett Federal AFLD,Mountain View
KSQL,-122.249525,37.511855,San Carlos,San Carlos
KHWD,-122.122408,37.659264,Hayward Executive,Hayward
KHAF,-122.501089,37.513831,Half Moon Bay,Half Moon Bay
KSFO,-122.374889,37.618972,San Francisco Intl,San Francisco
KSCK,-121.238308,37.894156,Stockton Metro,Stockton
KRHV,-121.819786,37.332886,Reid-Hillview,San Jose
KLVK,-121.820361,37.693389,Livermore Mun,Livermore
KMOD,-120.954422,37.625817,Modesto City-Co-Sham,Modesto
KMCE,-120.513886,37.284728,Merced Mun/Macready,Merced
KMER,-120.568189,37.380481,Castle,Atwater
KSNS,-121.606361,36.662792,Salinas Mun,Salinas
KMRY,-121.842944,36.587,Monterey Peninsula,Monterey
KWVI,-121.789619,36.935731,Watsonville Mun,Watsonville
KMAE,-120.11263,36.986506,Madera Mun,Madera
KSBP,-120.641861,35.236833,San Luis Obispo Co Regl,San Luis Obispo
KPRB,-120.627055,35.672886,Paso Robles Mun,Paso Robles
KIZA,-120.075561,34.60682,Santa Ynez,Santa Ynez
KSMX,-120.457444,34.898917,Santa Maria Pub/Capt Hancock,Santa Maria
KVBG,-120.576833,34.729667,Vandenberg AFB,Lompoc
KLPC,-120.467503,34.66562,Lompoc,Lompoc
CYHI,-117.805833,70.763055,Holman,Holman
CYRA,-117.309444,64.116667,Rae Lakes,Rae Lakes
CYOJ,-117.164722,58.621389,High Level,High Level
CYQU,-118.885,55.179722,Grande Prairie,Grande Prairie
CYPE,-117.447222,56.226944,Peace River,Peace River
CYET,-116.465,53.578889,Edson,Edson
CYCP,-119.283333,52.116667,Blue River,Blue River
CYRV,-118.183333,50.966667,Revelstoke,Revelstoke
CYGE,-116.983333,51.3,Golden,Golden
CYLW,-119.377778,49.956111,Kelowna,Kelowna
CYYF,-119.602222,49.463056,Penticton,Penticton
CYCG,-117.6325,49.296389,Castlegar,Castlegar
KOMK,-119.518056,48.464417,Omak,Omak
KDEW,-117.426667,47.966639,Deer Park,Deer Park
KSZT,-116.560136,48.299545,Sandpoint,Sandpoint
KEPH,-119.515889,47.307584,Ephrata Mun,Ephrata
KMWH,-119.320189,47.207708,Grant Co Intl,Moses Lake
KSKA,-117.655772,47.615058,Fairchild AFB,Spokane
KSFF,-117.322559,47.68282,Felts,Spokane
KGEG,-117.533834,47.619861,Spokane Intl,Spokane
KCOE,-116.819622,47.774292,Coeur d'Alene,Coeur d'Alene
KPUW,-117.109583,46.743861,Pullman/Moscow Regl,Pullman/Moscow
KHRI,-119.259167,45.828222,Hermiston Mun,Hermiston
KPSC,-119.119039,46.264692,Tri-Cities,Pasco
KALW,-118.287875,46.094892,Walla Walla Regl,Walla Walla
KPDT,-118.841444,45.695056,Eastern Oreg Regl At Pendleton,Pendleton
KLWS,-117.015395,46.374497,Lewiston-Nez Perce Co,Lewiston
KLGD,-118.007111,45.290222,La Grande/Union Co,La Grande
KBKE,-117.809083,44.837333,Baker City Mun,Baker City
KEUL,-116.635778,43.641861,Caldwell Industrial,Caldwell
KONO,-117.013639,44.020528,Ontario Mun,Ontario
KBNO,-118.955436,43.591908,Burns Mun,Burns
KREO,-117.88543,42.577661,Rome State,Rome
KWMC,-117.805889,40.896611,Winnemucca Mun,Winnemucca
KRNO,-119.768111,39.499111,Reno/Tahoe Intl,Reno
KLOL,-118.565167,40.066406,Derby,Lovelock
KNFL,-118.700981,39.416586,Fallon NAS,Fallon
KCXP,-119.734444,39.192222,Carson,Carson City
KTVL,-119.995336,38.893881,Lake Tahoe,South Lake Tahoe
KMEV,-119.751194,39.000305,Minden-Tahoe,Minden
KTPH,-117.087153,38.060203,Tonopah,Tonopah
KBIH,-118.363608,37.373094,Eastern Sierra Regl,Bishop
KMMH,-118.837772,37.62405,Mammoth Yosemite,Mammoth Lakes
KFAT,-119.718139,36.776195,Fresno Yosemite Intl,Fresno
KNLC,-119.952,36.333006,Lemoore NAS (Reeves Fld),Lemoore
KHJO,-119.627639,36.316722,Hanford Mun,Hanford
KPTV,-119.062731,36.029608,Porterville Mun,Porterville
KVIS,-119.392889,36.318667,Visalia Mun,Visalia
KBFL,-119.056769,35.433597,Meadows,Bakersfield
KNID,-117.692,35.6855,China Lake NAWS,China Lake
KTSP,-118.439222,35.135,Tehachapi Mun,Tehachapi
KWJF,-118.218636,34.741044,Gen Fox,Lancaster
KMHV,-118.151856,35.059364,Mojave,Mojave
KOXR,-119.207219,34.200811,Oxnard,Oxnard
KNTD,-119.121,34.120333,Point Mugu NAS,Point Mugu
KSBA,-119.840372,34.426211,Santa Barbara Mun,Santa Barbara
KCMA,-119.094328,34.213756,Camarillo,Camarillo
KHHR,-118.335194,33.922834,Northrop/Hawthorne Mun,Hawthorne
KBUR,-118.358497,34.200619,Bob Hope,Burbank
KWHP,-118.413433,34.259325,Whiteman,Los Angeles
KLAX,-118.408075,33.942536,Los Angeles Intl,Los Angeles
KLGB,-118.151611,33.817722,Long Beach,Long Beach
KVNY,-118.489972,34.209806,Van Nuys,Van Nuys
KTOA,-118.339611,33.803392,Zamperini,Torrance
KSMO,-118.4513,34.015817,Santa Monica Mun,Santa Monica
KEDW,-117.883678,34.9055,Edwards AFB,Edwards
KPMD,-118.084553,34.629389,Palmdale AF Plant 42,Palmdale
KVCV,-117.382997,34.597453,Southern California Logistics,Victorville
KDAG,-116.786689,34.853714,Barstow-Daggett,Daggett
KONT,-117.601195,34.056,Ontario Intl,Ontario
KSLI,-118.052,33.79,Los Alamitos AAF,Los Alamitos
KAJO,-117.602439,33.897653,Corona Mun,Corona
KCNO,-117.636611,33.974695,Chino,Chino
KRIV,-117.2595,33.8805,March ARB,Riverside
KEMT,-118.034845,34.086008,El Monte,El Monte
KRAL,-117.445103,33.951875,Riverside Mun,Riverside
KFUL,-117.979783,33.872014,Fullerton Mun,Fullerton
KPOC,-117.781781,34.091647,Brackett,La Verne
KSBD,-117.234875,34.095353,San Bernardino Intl,San Bernardino
KPSP,-116.506695,33.829667,Palm Springs Intl,Palm Springs
KNSI,-119.458167,33.239833,San Nicolas I NOLF,San Nicolas I
KAVX,-118.415861,33.404945,Catalina,Avalon
KNUC,-118.587,33.023333,San Clemente Island NALF,San Clemente Island
KNFG,-117.355167,33.301333,Camp Pendleton MCAS,Oceanside
KOKB,-117.351508,33.217978,Oceanside Mun,Oceanside
KCRQ,-117.280083,33.12825,McClellan-Palomar,Carlsbad
KSNA,-117.868222,33.675667,John Wayne-Orange Co,Santa Ana
KSAN,-117.189667,32.733556,San Diego Intl,San Diego
KNZY,-117.215333,32.699167,North Island NAS,San Diego
KRNM,-116.915253,33.039153,Ramona,Ramona
KMYF,-117.139583,32.815722,Montgomery,San Diego
KNKX,-117.142533,32.868381,Miramar MCAS,San Diego
KSDM,-116.98025,32.572306,Brown Mun,San Diego
KSEE,-116.97245,32.826231,Gillespie,San Diego
KNRS,-117.116667,32.566667,Imperial Beach NOLF,Imperial Beach
MMTJ,-116.96995,32.541061,Gen Abelardo L Rodriguez Intl,Tijuana
CYCO,-115.143889,67.816667,Kugluktuk,Kugluktuk
CYZF,-114.440278,62.462778,Yellowknife,Yellowknife
CYHY,-115.782778,60.839722,Hay River,Hay River
CYFR,-113.689722,61.180833,Ft Resolution,Ft Resolution
CYZH,-114.778333,55.293333,Slave Lake,Slave Lake
CYZU,-115.786667,54.143889,Whitecourt,Whitecourt
CZVL,-113.854444,53.6675,Villeneuve,Edmonton
CYXD,-113.520555,53.5725,Edmonton City Center,Edmonton
CYEG,-113.579666,53.309667,Edmonton Intl,Edmonton
CYQF,-113.894445,52.182222,Red Deer Regional,Red Deer
CYBW,-114.374444,51.103055,Springbank,Calgary
CYYC,-114.020278,51.113889,Calgary Intl,Calgary
CYXC,-115.782222,49.610833,Cranbrook,Cranbrook
CZPC,-113.997222,49.520556,Pincher Creek,Pincher Creek
CYQL,-112.799722,49.630278,Lethbridge,Lethbridge
KMSO,-114.090556,46.916306,Missoula Intl,Missoula
KSMN,-113.881333,45.123781,Lemhi Co,Salmon
KDLN,-112.552506,45.255361,Dillon,Dillon
KMYL,-116.101289,44.889697,McCall Mun,McCall
KLLJ,-114.217564,44.522978,Challis,Challis
KMUO,-115.8725,43.043667,Mountain Home AFB,Mountain Home
KBOI,-116.222861,43.564361,Boise Air Terminal/Gowen,Boise
KTWF,-114.487736,42.481803,Joslin Fld-Magic Valley Regl,Twin Falls
KJER,-114.456644,42.726681,Jerome Co,Jerome
KSUN,-114.296194,43.504445,Friedman Meml,Hailey
KPIH,-112.595911,42.909792,Pocatello Regl,Pocatello
KBYI,-113.771545,42.542603,Burley Mun,Burley
KEKO,-115.791695,40.824917,Elko Regl,Elko
KENV,-114.030889,40.718695,Wendover,Wendover
KDTA,-112.507714,39.380639,Delta Mun,Delta
KELY,-114.841889,39.299695,Ely,Ely
KMLF,-113.012456,38.426633,Milford Mun,Milford
KINS,-115.67252,36.586628,Indian Springs AF Aux,Indian Springs
KCDC,-113.098847,37.700967,Cedar City Regl,Cedar City
KSGU,-113.593056,37.090583,St George Mun,St George
KAZC,-113.013889,36.959944,Colorado City Mun,Colorado City
KHND,-115.134445,35.972778,Henderson Executive,Las Vegas
KLSV,-115.034253,36.236197,Nellis AFB,Las Vegas
KLAS,-115.152333,36.080361,McCarran Intl,Las Vegas
KVGT,-115.196111,36.2125,North Las Vegas,Las Vegas
KIFP,-114.559528,35.157389,Laughlin/Bullhead Intl,Bullhead City
KIGM,-113.938056,35.259472,Kingman,Kingman
KEED,-114.623294,34.766194,Needles,Needles
KHII,-114.358278,34.571125,Lake Havasu City,Lake Havasu City
KTRM,-116.159653,33.626667,Jacqueline Cochran Regl,Palm Springs
KBLH,-114.716878,33.619164,Blythe,Blythe
KNJK,-115.671667,32.829167,El Centro NAF,El Centro
KIPL,-115.578745,32.834219,Imperial Co,Imperial
MMML,-115.241911,32.630689,Gen Rodolfo Sanchez Taboada,Mexicali
KBXK,-112.686181,33.420417,Buckeye Mun,Buckeye
CYOA,-110.614722,64.698889,Ekati,Ekati
CYLK,-110.682242,62.418197,Lutselk'e,Lutselk'e
CYSM,-111.961944,60.020278,Ft Smith,Ft Smith
CYPY,-111.117222,58.767222,Ft Chipewyan,Ft Chipewyan
CYMM,-111.221944,56.653333,Ft McMurray,Ft McMurray
CYOD,-110.279444,54.405,Cold Lake,Cold Lake
CYLL,-110.0725,53.309167,Lloydminster,Lloydminster
CYKY,-109.180833,51.5175,Kindersley,Kindersley
CYXH,-110.720834,50.018889,Medicine Hat,Medicine Hat
KCTB,-112.376139,48.608361,Cut Bank Mun,Cut Bank
KHVR,-109.762342,48.542986,Havre City-Co,Havre
KGFA,-111.18803,47.50496,Malmstrom AFB,Great Falls
KGTF,-111.370686,47.482003,Great Falls Intl,Great Falls
KHLN,-111.98275,46.606805,Helena Regl,Helena
KLWT,-109.466694,47.04925,Lewistown Mun,Lewistown
KBTM,-112.497461,45.954795,Mooney,Butte
KBZN,-111.152981,45.777464,Gallatin,Bozeman
KLVM,-110.448305,45.699389,Mission,Livingston
KWYS,-111.117639,44.6884,Yellowstone,West Yellowstone
KRXE,-111.805106,43.833911,Rexburg-Madison Co,Rexburg
KJAC,-110.73775,43.607333,Jackson Hole,Jackson
KCOD,-109.023797,44.520194,Yellowstone Regl,Cody
KPOY,-108.793428,44.867161,Powell Mun,Powell
KIDA,-112.070722,43.51372,Idaho Falls Regl,Idaho Falls
KAFO,-110.942164,42.711247,Afton Mun,Afton
KBPI,-110.111153,42.585069,Big Piney-Marbleton,Big Piney
KPNA,-109.807083,42.795472,Wenz,Pinedale
KLGU,-111.851583,41.791222,Logan-Cache,Logan
KBMC,-112.062222,41.552389,Brigham City,Brigham City
KOGD,-112.012167,41.195917,Ogden-Hinckley,Ogden
KSLC,-111.977772,40.788389,Salt Lake City Intl,Salt Lake City
KHIF,-111.973039,41.123939,Hill AFB,Ogden
KEVW,-111.032044,41.274972,Evanston-Uinta Co Burns,Evanston
KEMM,-110.556975,41.824064,Kemmerer Mun,Kemmerer
KRKS,-109.065192,41.594217,Rock Springs-Sweetwater,Rock Springs
KFBR,-110.406797,41.391936,Ft Bridger,Ft Bridger
KPVU,-111.723361,40.219194,Provo Mun,Provo
KPUC,-110.751419,39.613917,Carbon Co,Price
KVEL,-109.509919,40.440903,Vernal,Vernal
KHVE,-110.704039,38.418036,Hanksville,Hanksville
KCNY,-109.754844,38.754956,Canyonlands,Moab
KBCE,-112.145056,37.706444,Bryce Canyon,Bryce Canyon
KPGA,-111.448361,36.926111,Page Mun,Page
KBDG,-109.483289,37.583028,Blanding Mun,Blanding
KGCN,-112.146972,35.952361,Grand Canyon Natl Park,Grand Canyon
KRQE,-109.067389,35.652056,Window Rock,Window Rock
KGUP,-108.789308,35.511058,Gallup Mun,Gallup
KPRC,-112.419583,34.654472,Love,Prescott
KSEZ,-111.788461,34.848628,Sedona,Sedona
KFLG,-111.671219,35.138456,Flagstaff Pulliam,Flagstaff
KINW,-110.722528,35.021917,Winslow-Lindbergh Regl,Winslow
KPAN,-111.339256,34.256836,Payson,Payson
KSJN,-109.37875,34.518555,St Johns Industrial,St Johns
KSOW,-110.005667,34.265472,Show Low Regl,Show Low
KFFZ,-111.728333,33.460833,Falcon,Mesa
KSDL,-111.910888,33.622557,Scottsdale,Scottsdale
KCHD,-111.811139,33.269083,Chandler Mun,Chandler
