code,lon,lat,name,city
KTIK,-97.38655,35.414733,Tinker AFB,Oklahoma City
KGOK,-97.415608,35.849806,Guthrie Mun,Guthrie
KOUN,-97.472128,35.245564,Univ Of Okla Westheimer,Norman
KOKM,-95.948694,35.668139,Okmulgee Regl,Okmulgee
KGCM,-95.479617,36.292717,Claremore Regl,Claremore
KTQH,-95.004528,35.928917,Tahlequah Mun,Tahlequah
KXNA,-94.306811,36.28187,Northwest Arkansas Regl,Fayetteville/Springdale/
KFYV,-94.169624,36.005072,Drake,Fayetteville
KASG,-94.11925,36.176389,Springdale Mun,Springdale
KVBT,-94.219345,36.345717,Bentonville Mun/Thaden,Bentonville
KROG,-94.106981,36.372408,Rogers Mun-Carter,Rogers
KSLG,-94.489992,36.191856,Smith,Siloam Springs
KJSV,-94.802778,35.438167,Sallisaw Mun,Sallisaw
KMKO,-95.366655,35.656489,Davis,Muskogee
KFSM,-94.367445,35.336583,Ft Smith Regl,Ft Smith
KADH,-96.671278,34.804342,Ada Mun,Ada
KPVJ,-97.2253,34.712581,Pauls Valley Mun,Pauls Valley
KMLC,-95.783464,34.882403,McAlester Regl,McAlester
KADM,-97.019522,34.303206,Ardmore Mun,Ardmore
KDUA,-96.39452,33.942264,Eaker,Durant
KAQR,-96.148061,34.398339,Atoka Mun,Atoka
KMEZ,-94.202653,34.545395,Mena Intermountain Mun,Mena
KRKR,-94.621253,35.021628,Kerr,Poteau
KHHW,-95.541906,34.035936,Stamper Mun,Hugo
KDEQ,-94.399367,34.046995,Helms Sevier Co,De Queen
KDTO,-97.197978,33.200722,Denton Mun,Denton
KGLE,-97.197028,33.651361,Gainesville Mun,Gainesville
KGYI,-96.673667,33.714111,Grayson Co,Sherman-Denison
KTKI,-96.590528,33.177944,Collin Co Regl At McKinney,McKinney
KGVT,-96.065333,33.067839,Majors,Greenville
KJWY,-96.912411,32.456097,Mid-Way Regl,Midlothian/Waxahachie
KLNC,-96.71905,32.579192,Lancaster,Lancaster
KNFW,-97.441528,32.769167,Fort Worth NAS Jrb,Ft Worth
KGPM,-97.046528,32.698583,Grand Prairie Mun,Grand Prairie
KGKY,-97.094278,32.663864,Arlington Mun,Arlington
KRBD,-96.868194,32.680861,Dallas Executive,Dallas
KFTW,-97.362445,32.819778,Ft Worth Meacham Intl,Ft Worth
KDFW,-97.037997,32.896828,Dallas-Ft Worth Intl,Dallas-Ft Worth
KDAL,-96.851778,32.847111,Dallas Love,Dallas
KCPT,-97.43375,32.353764,Cleburne Mun,Cleburne
KAFW,-97.318806,32.987639,Ft Worth Alliance,Ft Worth
KADS,-96.836447,32.968559,Addison,Dallas
KFWS,-97.308072,32.565133,Ft Worth Spinks,Ft Worth
KTRL,-96.267392,32.709178,Terrell Mun,Terrell
KHQZ,-96.530417,32.746964,Mesquite Metro,Mesquite
KOSA,-94.959244,33.095533,Mount Pleasant Regl,Mount Pleasant
KPRX,-95.45075,33.636611,Cox,Paris
KSLR,-95.621139,33.159834,Sulphur Springs Mun,Sulphur Springs
KTXK,-93.991019,33.453708,Texarkana Regl-Webb,Texarkana
KTYR,-95.402386,32.354139,Tyler Pounds Rgnl,Tyler
KJDD,-95.496475,32.742203,Wood Co,Mineola/Quitman
KGGG,-94.711486,32.384014,East Texas Rgnl,Longview
KASL,-94.307778,32.5205,Harrison Co,Marshall
KSHV,-93.825597,32.446628,Shreveport Regl,Shreveport
KINJ,-97.097167,32.0835,Hillsboro Mun,Hillsboro
KCRS,-96.400578,32.028069,Campbell-Corsicana Mun,Corsicana
KPSN,-95.706305,31.779695,Palestine Mun,Palestine
KTPL,-97.407778,31.1525,Draughon-Miller Centrl Tx Regl,Temple
KPWG,-97.316528,31.484917,McGregor Executive,Waco
KACT,-97.230519,31.611289,Waco Regl,Waco
KCNW,-97.074139,31.63783,Tstc Waco,Waco
KLXY,-96.514722,31.639836,Mexia-Limestone Co,Mexia
KJSO,-95.217391,31.869336,Cherokee Co,Jacksonville
KLFK,-94.75,31.234014,Angelina Co,Lufkin
KOCH,-94.709541,31.578028,Mangham Regl,Nacogdoches
KLHB,-96.622228,30.87183,Hearne Mun,Hearne
KCLL,-96.363833,30.588583,Easterwood,College Station
KCFD,-96.331361,30.715694,Coulter,Bryan
KGYB,-96.980017,30.169267,Giddings-Lee Co,Giddings
KSGR,-95.656528,29.622253,Sugar Land Regional,Houston
KELA,-96.321944,29.600556,Eagle Lake,Eagle Lake
KCXO,-95.414467,30.351833,Lone Star Executive,Houston
KUTS,-95.587167,30.746886,Huntsville Mun,Huntsville
KJAS,-94.034936,30.885709,Jasper Co-Bell,Jasper
KIAH,-95.341442,29.984433,George Bush Intercontinental/H,Houston
KHOU,-95.278889,29.645419,Hobby,Houston
KEFD,-95.15875,29.607333,Ellington,Houston
KDWH,-95.552777,30.061861,Hooks Meml,Houston
KORG,-93.800917,30.069167,Orange Co,Orange
KBMT,-94.215847,30.070686,Beaumont Mun,Beaumont
KBPT,-94.020694,29.950833,Southeast Texas Regl,Beaumont/Port Arthur
KVCT,-96.918486,28.852556,Victoria Regl,Victoria
KBYY,-95.863456,28.973255,Bay City Mun,Bay City
KARM,-96.154389,29.254278,Wharton Regl,Wharton
KPKV,-96.681314,28.65405,Calhoun Co,Port Lavaca
KPSX,-96.250958,28.727508,Palacios Mun,Palacios
KLVJ,-95.242167,29.521305,Pearland Regional,Houston
KLBX,-95.46208,29.108639,Brazoria Co,Angleton/Lake Jackson
KAXH,-95.476917,29.506139,Houston-Southwest,Houston
KGLS,-94.860405,29.265322,Scholes Intl At Galveston,Galveston
KRAS,-97.08875,27.811833,Mustang Beach,Port Aransas
KNGP,-97.291378,27.693089,Corpus Christi NAS/Truax,Corpus Christi
KRKP,-97.044611,28.086778,Aransas Co,Rockport
KPIL,-97.345886,26.166211,Port Isabel-Cameron Co,Port Isabel
KBRO,-97.425861,25.906833,Brownsville/South Padre I Intl,Brownsville
MMPA,-97.460594,20.602094,Tajin,Poza Rica Tuxpan
MMVR,-96.187364,19.145781,Gen Heriberto Jara Intl,Veracruz
MMOX,-96.726039,16.998586,Xoxocotlan Intl,Oaxaca
MMMT,-94.580614,18.103342,Minatitlan,Minatitlan
MMPS,-97.089083,15.876916,Puerto Escondido Intl,Puerto Escondido
MMBT,-96.260833,15.774167,Bahias De Huatulco,Bahias De Huatulco
CYYH,-93.576667,69.546667,Taloyoak,Taloyoak
CYRT,-92.115833,62.811389,Rankin Inlet,Rankin Inlet
CYXN,-92.597222,62.239167,Whale Cove,Whale Cove
CZMD,-91.762778,53.441389,Muskrat Dam,Muskrat Dam
CZSJ,-93.344445,53.064167,Sandy Lake,Sandy Lake
CYPL,-90.214167,51.446389,Pickle Lake,Pickle Lake
CYXL,-91.905278,50.113889,Sioux Lookout,Sioux Lookout
CYHD,-92.744167,49.831667,Dryden Regl,Dryden
KINL,-93.403067,48.566186,Falls Intl,International Falls
KORB,-92.856053,48.015922,Orr Regl,Orr
KCQM,-92.689425,47.82192,Cook Mun,Cook
KELO,-91.830731,47.824547,Ely Mun,Ely
KCKC,-90.382944,47.838333,Grand Marais/Cook Co,Grand Marais
KFOZ,-93.650195,47.782833,Bigfork Mun,Bigfork
KGPZ,-93.509844,47.211103,Grand Rapids/Itasca Co Newstro,Grand Rapids
KHIB,-92.838994,47.3866,Chisholm-Hibbing,Hibbing
KEVM,-92.498469,47.425078,Eveleth-Virginia Mun,Eveleth
KAIT,-93.6768,46.548422,Aitkin Mun - Kurtz,Aitkin
KHZX,-93.309811,46.618797,Iverson,McGregor
KSUW,-92.094655,46.689717,Bong,Superior
KMZH,-92.804667,46.41875,Moose Lake/Carlton Co,Moose Lake
KDYT,-92.043439,46.721855,Sky Harbor,Duluth
KDLH,-92.193647,46.842089,Duluth Intl,Duluth
KCOQ,-92.503606,46.701133,Cloquet Carlton Co,Cloquet
KBFW,-91.415583,47.249028,Silver Bay Mun,Silver Bay
KTWM,-91.7452,47.049242,Helgeson,Two Harbors
KIWD,-90.131397,46.527475,Gogebic-Iron Co,Ironwood
KASX,-90.918966,46.548528,Kennedy Meml,Ashland
KJMR,-93.271778,45.886097,Mora Mun,Mora
KRZN,-92.3725,45.822728,Burnett Co,Siren
KANE,-93.211389,45.145,Anoka Co-Blaine,Minneapolis
KCBG,-93.265122,45.559589,Cambridge Mun,Cambridge
KMIC,-93.353939,45.061986,Crystal,Minneapolis
KPNM,-93.608217,45.559867,Princeton Mun,Princeton
KROS,-92.952389,45.700333,Rush City Regl,Rush City
KUBE,-91.981086,45.50597,Cumberland Mun,Cumberland
KRNH,-92.538061,45.148311,New Richmond Regl,New Richmond
KOEO,-92.69008,45.308589,Simenstad Mun,Osceola
KHYR,-91.444278,46.02525,Sawyer Co,Hayward
KOLG,-91.816375,46.31475,Solon Springs Mun,Solon Springs
KPBH,-90.402486,45.70895,Price Co,Phillips
KRCX,-91.000455,45.496836,Rusk Co,Ladysmith
KRPD,-91.773467,45.418967,Rice Lake Regl-Carl's,Rice Lake
KMDZ,-90.303339,45.100989,Taylor Co,Medford
KMSP,-93.216922,44.883325,Minneapolis-St Paul Intl,Minneapolis
KFCM,-93.457147,44.827242,Flying Cloud,Minneapolis
KSGS,-93.032853,44.857133,South St Paul Mun-Fleming,South St Paul
KSTP,-93.06,44.934472,St Paul Downtown-Holman,St Paul
KFBL,-93.310828,44.324686,Faribault Mun,Faribault
KLVN,-93.228097,44.627858,Airlake,Minneapolis
KSYN,-93.016322,44.475522,Stanton,Stanton
KRGK,-92.48497,44.589355,Red Wing Regl,Red Wing
KAEL,-93.367236,43.681528,Albert Lea Mun,Albert Lea
KACQ,-93.552944,44.073464,Waseca Mun,Waseca
KOWA,-93.260617,44.123397,Owatonna Degner Regl,Owatonna
KAUM,-92.933386,43.664992,Austin Mun,Austin
KTOB,-92.832042,44.01822,Dodge Center,Dodge Center
KRST,-92.499003,43.907222,Rochester Intl,Rochester
KFKA,-92.179733,43.676761,Fillmore Co,Preston
KEAU,-91.484255,44.865806,Chippewa Valley Regl,Eau Claire
KLUM,-91.867969,44.892325,Menomonie Mun-Score,Menomonie
KMFI,-90.189328,44.636881,Marshfield Mun,Marshfield
KLSE,-91.256836,43.878986,La Crosse Mun,La Crosse
KONA,-91.708317,44.077214,Winona Mun-Conrad,Winona
KVOK,-90.266797,43.9333,Volk,Camp Douglas
KBCK,-90.85528,44.250739,Black River Falls Area,Black River Falls
KCMY,-90.737897,43.958347,Sparta/Ft McCoy,Sparta
KMCW,-93.331261,43.157792,Mason City Mun,Mason City
KFXY,-93.624103,43.234733,Forest City Mun,Forest City
KCCY,-92.610769,43.072611,Charles City Mun,Charles City
KIFA,-93.269953,42.470786,Iowa Falls Mun,Iowa Falls
KVTI,-92.025928,42.218625,Vinton-Veterans Meml,Vinton
KALO,-92.400345,42.557081,Waterloo Mun,Waterloo
KOLZ,-91.974478,42.680844,Oelwein Mun,Oelwein
KIIB,-91.947619,42.453597,Independence Mun,Independence
KPDC,-91.123733,43.019286,Prairie Du Chien Mun,Prairie Du Chien
KDEH,-91.739375,43.275503,Decorah Mun,Decorah
KLNR,-90.181556,43.211744,Tri-Co Regl,Lone Rock
KOVS,-90.675478,43.160175,Boscobel,Boscobel
KMXO,-91.1633,42.220364,Monticello Regl,Monticello
KMRJ,-90.236242,42.886844,Iowa Co,Mineral Point
KPVB,-90.444392,42.689356,Platteville Mun,Platteville
KDBQ,-90.709486,42.401989,Dubuque Regl,Dubuque
KAMW,-93.621822,41.992044,Ames Mun,Ames
KIKV,-93.566464,41.691081,Ankeny Regl,Ankeny
KTNU,-93.021725,41.674436,Newton Mun,Newton
KMIW,-92.917783,42.112736,Marshalltown Mun,Marshalltown
KDSM,-93.6626,41.534142,Des Moines Intl,Des Moines
KGGI,-92.734914,41.709161,Grinnell Regl,Grinnell
KCNC,-93.35968,41.019625,Chariton Mun,Chariton
KPEA,-92.945883,41.400067,Pella Mun,Pella
KOXV,-93.113817,41.298886,Knoxville Mun,Knoxville
KOOA,-92.493883,41.22615,Oskaloosa Mun,Oskaloosa
KFFL,-91.978922,41.053325,Fairfield Mun,Fairfield
KOTM,-92.447939,41.106597,Ottumwa Industrial,Ottumwa
KCID,-91.710805,41.884694,The Eastern Iowa Airport,Cedar Rapids
KIOW,-91.546503,41.639244,Iowa City Mun,Iowa City
KDVN,-90.588325,41.610275,Davenport Mun,Davenport
KSFY,-90.107944,42.045833,Tri-Township,Savanna
KCWI,-90.329139,41.831111,Clinton Mun,Clinton
KMPZ,-91.511075,40.946614,Mt Pleasant Mun,Mt Pleasant
KAWG,-91.673445,41.2761,Washington Mun,Washington
KBRL,-91.125505,40.783225,Southeast Iowa Regl,Burlington
KMUT,-91.148222,41.367778,Muscatine Mun,Muscatine
KMLI,-90.507539,41.448528,Quad-City Intl.,Moline
KGBG,-90.431125,40.938003,Galesburg Mun,Galesburg
KTVK,-92.901033,40.683903,Centerville Mun,Centerville
KIRK,-92.544917,40.0935,Kirksville Regl,Kirksville
KFSW,-91.326816,40.659264,Ft Madison Mun,Ft Madison
KEOK,-91.4285,40.459908,Keokuk Mun,Keokuk
KMQB,-90.652389,40.520083,Macomb Mun,Macomb
KHAE,-91.443681,39.724489,Hannibal Mun,Hannibal
KUIN,-91.194566,39.942733,Quincy Regl-Baldwin,Quincy
KPPQ,-90.778431,39.638856,Pittsfield Penstone Mun,Pittsfield
KIJX,-90.23827,39.774608,Jacksonville Mun,Jacksonville
KDMO,-93.175908,38.707406,Sedalia Meml,Sedalia
KSZL,-93.547989,38.730292,Whiteman AFB,Knob Noster
KVER,-92.682672,38.946731,Viertel Meml,Boonville
KCOU,-92.219583,38.817972,Columbia Regl,Columbia
KGLY,-93.684183,38.356578,Clinton Meml,Clinton
KAIZ,-92.549486,38.096036,Fine Meml,Kaiser/Lake Ozark
KJEF,-92.156139,38.591167,Jefferson City Meml,Jefferson City
KSET,-90.429972,38.929695,St Charles Co Smartt,St Charles
KSTL,-90.359989,38.747686,Lambert-St Louis Intl,St Louis
KALN,-90.04605,38.890297,St Louis Regl,Alton-St Louis
KVIH,-91.769522,38.127434,Rolla Natl,Rolla/Vichy
KCPS,-90.156222,38.570717,St Louis Downtown,Cahokia/St Louis
KSUS,-90.652045,38.662119,Spirit Of St Louis,St Louis
KTBN,-92.140736,37.741631,Waynesville Regl At Forney Fld,Ft Leonard Wood
KSGF,-93.388628,37.245667,Springfield-Branson Regl,Springfield
KUNO,-91.902675,36.878425,West Plains Mun,West Plains
KFAM,-90.428597,37.761081,Farmington Regl,Farmington
KPOF,-90.324847,36.773945,Poplar Bluff Mun,Poplar Bluff
KHRO,-93.154722,36.261528,Boone Co,Harrison
KBPK,-92.470528,36.368942,Baxter Co Regl,Mountain Home
KFLP,-92.590253,36.290894,Marion Co Regl,Flippin
KRUE,-93.093266,35.259147,Russellville Regl,Russellville
KARG,-90.92462,36.125347,Walnut Ridge Regl,Walnut Ridge
KSRC,-91.737539,35.210611,Searcy Mun,Searcy
KBVX,-91.647222,35.726189,Batesville Regl,Batesville
KJBR,-90.646392,35.831684,Jonesboro Mun,Jonesboro
KHOT,-93.096208,34.478033,Memorial,Hot Springs
KLRF,-92.146258,34.916478,Little Rock AFB,Jacksonville
KLIT,-92.224305,34.729444,Adams,Little Rock
KPBF,-91.935597,34.173142,Grider,Pine Bluff
KSGT,-91.574956,34.599525,Stuttgart Mun,Stuttgart
KUTA,-90.346661,34.681047,Tunica Mun,Tunica
KAWM,-90.234447,35.135059,West Memphis Mun,West Memphis
KCKM,-90.512322,34.299719,Fletcher,Clarksdale
KRNV,-90.757875,33.761142,Cleveland Mun,Cleveland
KCDH,-92.763395,33.6228,Harrell,Camden
KBAD,-93.662614,32.501931,Barksdale AFB,Bossier City
KDTN,-93.745022,32.540219,Shreveport Downtown,Shreveport
KRSN,-92.588333,32.514444,Ruston Regl,Ruston
KMLU,-92.037689,32.510867,Monroe Regl,Monroe
KGLH,-90.985614,33.48288,Mid Delta Regl,Greenville
KLLQ,-91.751019,33.638553,Monticello Mun/Ellis,Monticello
KGWO,-90.084706,33.494328,Greenwood-Leflore,Greenwood
KTVR,-91.027689,32.351606,Vicksburg Tallulah Regl,Tallulah/Vicksburg
KIER,-93.099136,31.735719,Natchitoches Regl,Natchitoches
KPOE,-93.191645,31.044811,Polk AAF,Ft Polk
KESF,-92.295772,31.394903,Alexandria Esler Regl,Alexandria
KAEX,-92.548555,31.327372,Alexandria Intl,Alexandria
KVKS,-90.928815,32.239317,Vicksburg Mun,Vicksburg
KHKS,-90.22253,32.334772,Hawkins,Jackson
KJAN,-90.075894,32.311183,Jackson Intl,Jackson
KHEZ,-91.297336,31.613661,Hardy-Anders-Adams Co,Natchez
KMCB,-90.471875,31.178456,McComb-Pike Co-Lewis,McComb
KDRI,-93.339917,30.831722,Beauregard Regl,De Ridder
KOPL,-92.099375,30.558406,St Landry Parish-Ahart,Opelousas
KLCH,-93.223403,30.126097,Lake Charles Regl,Lake Charles
KCWF,-93.143189,30.210592,Chennault Intl,Lake Charles
KLFT,-91.987655,30.205281,Lafayette Regl,Lafayette
KARA,-91.883897,30.037758,Acadiana Regl,New Iberia
KBTR,-91.149639,30.533167,Baton Rouge Metro-Ryan,Baton Rouge
KHZR,-91.47867,30.718322,False River Regional,New Roads
KHDC,-90.4184,30.521633,Hammond Mun,Hammond
KPTN,-91.338978,29.709547,Williams Meml,Patterson
KNEW,-90.028266,30.042425,Lakefront,New Orleans
KNBG,-90.035,29.825333,New Orleans NAS,New Orleans
KMSY,-90.258028,29.993389,Armstrong New Orleans Intl,New Orleans
KHUM,-90.660417,29.5665,Houma-Terrebonne,Houma
MMCP,-90.500833,19.815833,Alberto Acuna Ongay,Campeche
MMCE,-91.799545,18.651964,Ciudad Del Carmen Intl Arpt,Ciudad Del Carmen
MMVA,-92.814814,17.997019,C P A Carlos Rovirosa Intl,Villahermosa
MMTG,-93.352911,16.771078,Francisco Sarabia,Tuxtla Gutierrez
MMTB,-93.173236,16.739981,Gral De Div P A Angel H Corzo,Teran
MMTP,-92.369969,14.79435,Tapachula Intl,Tapachula
CYBB,-89.808056,68.534445,Kugaaruk,Kugaaruk
CYER,-87.677778,56.021111,Ft Severn,Ft Severn
CYTL,-89.895833,53.817222,Big Trout Lake,Big Trout Lake
CYLH,-87.93,52.195833,Lansdowne House,Lansdowne House
CYGQ,-86.939444,49.778333,Greenstone Regl,Geraldton
CYQT,-89.323889,48.371944,Thunder Bay,Thunder Bay
CYSP,-86.344445,48.755278,Marathon,Marathon
KCMX,-88.489061,47.168417,Houghton Co Meml,Hancock
KLNL,-89.212081,46.154011,Kings Land O'Lakes,Land O'Lakes
KARV,-89.730942,45.927925,Lakeland/Lee Meml,Minocqua-Woodruff
KEGV,-89.269061,45.9318,Eagle River Union,Eagle River
KAIG,-89.110717,45.154203,Langlade Co,Antigo
KTKV,-89.805695,45.469139,Tomahawk Regl,Tomahawk
KRHI,-89.467472,45.631195,Rhinelander-Oneida Co,Rhinelander
KRRL,-89.712853,45.198917,Merrill Mun,Merrill
KSAW,-87.395353,46.353625,Sawyer Intl,Marquette
KIMT,-88.114542,45.818356,Ford,Iron Mt-Kingsford
KESC,-87.09373,45.72267,Delta Co,Escanaba
KMNM,-87.638553,45.126678,Menominee-Marinette Twin Co,Menominee
KAUW,-89.626636,44.926156,Wausau Downtown,Wausau
KCWA,-89.666781,44.777619,Central Wisconsin,Mosinee
KISW,-89.83897,44.360359,Alexander Fld South Wood Co,Wisconsin Rapids
KSTE,-89.530284,44.545136,Stevens Point Mun,Stevens Point
KPCZ,-89.019769,44.333258,Waupaca Mun,Waupaca
KGRB,-88.129589,44.485072,Austin Straubel Intl,Green Bay
KCLI,-88.731267,44.613814,Clintonville Mun,Clintonville
KOSH,-88.557058,43.984353,Wittman Regl,Oshkosh
KFLD,-88.48843,43.771175,Fond Du Lac Co,Fond Du Lac
KATW,-88.519069,44.258097,Outagamie Co Regl,Appleton
KOCQ,-87.909616,44.874197,J. Douglas Bake Meml.,Oconto
KSUE,-87.421542,44.843661,Door Co Cherryland,Sturgeon Bay
KMTW,-87.680586,44.128772,Manitowoc Co,Manitowoc
KSBM,-87.851442,43.769592,Sheboygan Co Meml,Sheboygan
KLDM,-86.407917,43.962533,Mason Co,Ludington
KMSN,-89.337514,43.139859,Dane Co Regl-Truax,Madison
KDLL,-89.770903,43.521953,Baraboo Wisconsin Dells,Baraboo
KETB,-88.127917,43.422167,West Bend Mun,West Bend
KUES,-88.237056,43.041028,Waukesha Co,Waukesha
KUNU,-88.703222,43.426583,Dodge Co,Juneau
KRYV,-88.723211,43.169633,Watertown Mun,Watertown
KEFT,-89.590403,42.6149,Monroe Mun,Monroe
KFEP,-89.581986,42.246158,Albertus,Freeport
KRFD,-89.097211,42.195364,Greater Rockford,Rockford
KJVL,-89.041569,42.620253,Southern Wisconsin Regl,Janesville
KBUU,-88.304639,42.690722,Burlington Mun,Burlington
KMWC,-88.034422,43.110389,Timmerman,Milwaukee
KMKE,-87.896584,42.947222,Gen Mitchell Intl,Milwaukee
KENW,-87.927803,42.595708,Kenosha Regl,Kenosha
KUGN,-87.867908,42.422161,Waukegan Regl,Chicago/Waukegan
KRAC,-87.815217,42.760617,Batten,Racine
KLWA,-86.256139,42.350833,South Haven Area Regl,South Haven
KSQI,-89.676292,41.742842,Whiteside Co-Bittorf,Sterling/Rockfalls
KRPJ,-89.078289,41.893003,Rochelle Mun-Koritz,Rochelle
KJOT,-88.175528,41.517806,Joliet Regl,Joliet
KDPA,-88.248611,41.907778,Du Page,Chicago
KDKB,-88.705711,41.933722,De Kalb Taylor Mun,De Kalb
KARR,-88.475659,41.771931,Aurora Mun,Chicago/Aurora
KVYS,-89.153083,41.35187,Illinois Valley Regl-Duncan,Peru
KPNT,-88.623889,40.924364,Pontiac Mun,Pontiac
KPWK,-87.901495,42.114222,Palwaukee Mun,Chicago/Prospect Hgts/Wh
KGYY,-87.412778,41.616278,Gary/Chicago Intl,Gary
KIGQ,-87.529525,41.534908,Lansing Mun,Chicago
KLOT,-88.096236,41.607253,Lewis University,Chicago/Romeoville
KMDW,-87.752425,41.785983,Chicago Midway Intl,Chicago
KORD,-87.904842,41.978603,Chicago-O'Hare Intl,Chicago
KBEH,-86.428522,42.128595,Southwest Michigan Regl,Benton Harbor
KMGC,-86.82125,41.703319,Michigan City Mun,Michigan City
KSBN,-86.31725,41.708661,South Bend Regl,South Bend
KPPO,-86.734528,41.572475,La Porte Mun,La Porte
KIKK,-87.846278,41.071389,Greater Kankakee,Kankakee
KRZL,-87.182584,40.947889,Jasper Co,Rensselaer
KOXI,-86.664733,41.330189,Starke Co,Knox
KVPZ,-87.007072,41.453967,Porter Co Mun,Valparaiso
KAAA,-89.334972,40.158472,Logan Co,Lincoln
KPIA,-89.693258,40.664203,Greater Peoria Regl,Peoria
KBMI,-88.915953,40.477986,Central Ill Regl,Bloomington-Normal
KTIP,-88.142389,40.293558,Rantoul Natl Aviation Center-E,Rantoul
KSPI,-89.677889,39.8441,Abraham Lincoln Capital,Springfield
KTAZ,-89.327811,39.534186,Taylorville Mun,Taylorville
KMTO,-88.280222,39.47795,Coles Co Meml,Mattoon-Charleston
KDEC,-88.865689,39.834564,Decatur,Decatur
KCMI,-88.278055,40.03925,Univ Of Illinois-Willard,Champaign-Urbana
KDNV,-87.595897,40.199203,Vermilion Co,Danville
KMCX,-86.766761,40.708817,White Co,Monticello
KLAF,-86.936897,40.412317,Purdue Univ,Lafayette
KGGP,-86.374897,40.711247,Logansport Mun,Logansport
KFKR,-86.562169,40.273431,Frankfort Mun,Frankfort
KHUF,-87.307561,39.451464,Terre Haute Intl-Hulman,Terre Haute
KPRG,-87.669619,39.700158,Edgar Co,Paris
KIND,-86.294383,39.717328,Indianapolis Intl,Indianapolis
KTYQ,-86.251439,40.03065,Indianapolis Executive,Indianapolis
KEYE,-86.294381,39.830708,Eagle Creek,Indianapolis
KOLY,-88.176433,38.721828,Olney-Noble,Olney-Noble
KSAR,-89.698711,38.148939,Sparta Community-Hunter,Sparta
KBLV,-89.835183,38.545178,Scott AFB/Midamerica,Belleville
KENL,-89.091136,38.515092,Centralia Mun,Centralia
KFOA,-88.452994,38.664945,Flora Mun,Flora
KFWC,-88.412653,38.378633,Fairfield Mun,Fairfield
KMVN,-88.85848,38.323355,Mt Vernon,Mt Vernon
KSLO,-88.964186,38.642872,Salem-Leckrone,Salem
KLWV,-87.605495,38.764297,Lawrenceville-Vincennes Intl,Lawrenceville
KRSV,-87.649775,39.016042,Robinson Mun,Robinson
KBMG,-86.616683,39.146022,Monroe Co,Bloomington
KDCY,-87.129733,38.700436,Daviess Co,Washington
KAJG,-87.726695,38.606547,Mt Carmel Mun,Mt Carmel
KEVV,-87.530864,38.038417,Evansville Regl,Evansville
KCUL,-88.123061,38.089481,Carmi Mun,Carmi
KHNB,-86.95372,38.249025,Huntingburg,Huntingburg
KMDH,-89.252031,37.778097,Southern Illinois,Carbondale-Murphysboro
KHSB,-88.549139,37.8115,Harrisburg-Raleigh,Harrisburg
KMWA,-89.011597,37.753136,Williamson Co Regl,Marion
KCGI,-89.570753,37.225317,Cape Girardeau Regl,Cape Girardeau
KCIR,-89.219611,37.064472,Cairo Regl,Cairo
KCEY,-88.372775,36.664584,Kyle-Oakley,Murray
KPAH,-88.77375,37.060833,Barkley Regl,Paducah
KEHR,-87.684472,37.807839,Henderson City-Co,Henderson
KOWB,-87.166833,37.740111,Owensboro-Daviess Co,Owensboro
KCKV,-87.414953,36.621881,Outlaw,Clarksville
KHOP,-87.492486,36.672353,Campbell AAF,Ft Campbell/Hopkinsville
KBWG,-86.419667,36.964528,Bowling Green-Warren Co Regl,Bowling Green
KHKA,-89.830806,35.940406,Blytheville Mun,Blytheville
KDYR,-89.406589,35.997978,Dyersburg Mun,Dyersburg
KBYH,-89.94345,35.964353,Arkansas Intl,Blytheville
KPHT,-88.382878,36.338225,Henry Co,Paris
KUCY,-88.985422,36.381792,Everett-Stewart,Union City
KNQA,-89.870278,35.356667,Millington Mun,Millington
KSNH,-88.215869,35.170361,Savannah-Hardin Co,Savannah
KMKL,-88.915611,35.599889,McKellar-Sipes Regl,Jackson
KMQY,-86.520078,36.008981,Smyrna,Smyrna
KBNA,-86.678183,36.124478,Nashville Intl,Nashville
KSYI,-86.442495,35.5601,Bomar-Shelbyville Mun,Shelbyville
KMRC,-87.178916,35.554139,Maury Co,Columbia/Mt Pleasant
KMEM,-89.976667,35.042417,Memphis Intl,Memphis
KOLV,-89.786861,34.97875,Olive Branch,Olive Branch
KCRX,-88.603483,34.914967,Turner,Corinth
KUOX,-89.535311,34.384317,University-Oxford,Oxford
KGNF,-89.798228,33.832531,Grenada Mun,Grenada
KTUP,-88.769894,34.268109,Tupelo Regl,Tupelo
KMSL,-87.610222,34.745311,Northwest Alabama Regl,Muscle Shoals
KFYM,-86.564411,35.058364,Fayetteville Mun,Fayetteville
KDCU,-86.945367,34.652647,Pryor Regl,Decatur
KHSV,-86.775053,34.637195,Huntsville Intl-Jones,Huntsville
KHUA,-86.684833,34.678667,Redstone AAF,Redstone Arsenal
KMDQ,-86.557472,34.861409,Madison Co Executive,Huntsville
KJFX,-87.314167,33.901994,Walker Co-Bevill,Jasper
KCBM,-88.445911,33.64517,Columbus AFB,Columbus
KGTR,-88.59138,33.450342,Golden Triangle Regl,Columbus-W Point-Starkvi
KSTF,-88.848605,33.433122,Bryan,Starkville
KNMM,-88.555039,32.551806,Meridian NAS,Meridian
KTCL,-87.611403,33.220628,Tuscaloosa Regl,Tuscaloosa
KBHM,-86.75355,33.562944,Birmingham Intl,Birmingham
KSCD,-86.305528,33.171833,Merkel Sylacauga Mun,Sylacauga
KEET,-86.782828,33.177039,Shelby Co,Alabaster
